Index Title,Top Level Index Category,Total Number of Links to Index,Word Count of Primary Version,Number of Links / Number of Words,Number of distinct texts linked to this text,Number of top-level Categories linked,Number of distinct texts linked from Tanakh,Total number of links from Tanakh,Number of distinct texts linked from Mishnah,Total number of links from Mishnah,Number of distinct texts linked from Talmud,Total number of links from Talmud,Number of distinct texts linked from Midrash,Total number of links from Midrash,Number of distinct texts linked from Halakhah,Total number of links from Halakhah,Number of distinct texts linked from Kabbalah,Total number of links from Kabbalah,Number of distinct texts linked from Liturgy,Total number of links from Liturgy,Number of distinct texts linked from Jewish Thought,Total number of links from Jewish Thought,Number of distinct texts linked from Tosefta,Total number of links from Tosefta,Number of distinct texts linked from Chasidut,Total number of links from Chasidut,Number of distinct texts linked from Musar,Total number of links from Musar,Number of distinct texts linked from Responsa,Total number of links from Responsa,Number of distinct texts linked from Second Temple,Total number of links from Second Temple,Number of distinct texts linked from Reference,Total number of links from Reference
Ohr Zarua LaTzadik,Chasidut,16,48399,0.00033058534267236926,9,2,2,2,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peri Tzadik,Chasidut,7314,976040,0.007493545346502192,100,8,31,246,13,33,37,6887,14,101,2,4,1,37,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Poked Akarim,Chasidut,42,29010,0.0014477766287487074,20,4,2,2,2,2,15,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resisei Layla,Chasidut,658,99112,0.006638953910727258,53,5,11,23,3,12,34,599,4,10,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sichat Malakhei HaSharet,Chasidut,212,28161,0.0075281417563296755,52,5,19,59,1,1,29,148,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sichat Shedim,Chasidut,11,4394,0.0025034137460172965,11,4,1,1,1,1,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takanat HaShavin,Chasidut,279,101401,0.0027514521553041885,46,6,8,17,1,1,30,247,4,8,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tzidkat HaTzadik,Chasidut,533,75185,0.007089180022610893,57,6,15,37,2,3,34,486,3,4,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Yisrael Kedoshim,Chasidut,90,67560,0.0013321492007104796,30,2,7,8,0,0,23,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bnei Machshava Tova,Chasidut,34,14135,0.0024053767244428723,16,2,10,26,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chovat HaTalmidim,Chasidut,126,21472,0.005868107302533532,44,6,20,54,2,12,12,40,7,17,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derekh HaMelekh,Chasidut,256,198137,0.0012920353089024262,46,5,15,84,2,14,23,138,5,18,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esh Kodesh,Chasidut,160,65046,0.002459797681640685,34,3,9,70,0,0,21,83,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakhsharat HaAvrekhim,Chasidut,100,46472,0.002151833362024445,28,5,13,58,3,5,9,30,2,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mevo HaShearim,Chasidut,126,41209,0.0030575845082384916,30,4,23,116,1,2,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tzav VeZeruz,Chasidut,2,14576,0.00013721185510428101,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agra DeKala,Chasidut,8762,484168,0.018097024173427404,106,7,40,6848,12,93,35,1364,12,441,5,13,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Arvei Nachal,Chasidut,2005,458611,0.0043718968799265606,100,11,36,837,9,71,35,882,12,194,2,3,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Avodat Yisrael,Chasidut,182,153419,0.0011862937445818315,21,5,12,28,1,145,3,3,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba'al Shem Tov,Chasidut,1934,143193,0.013506246813740895,75,8,32,585,6,60,26,171,3,7,3,3,2,28,1,1,0,0,0,0,2,1078,0,0,0,0,0,0,0,0
Bat Ayin,Chasidut,2738,195709,0.013990158858304933,99,8,33,1701,8,91,35,758,13,155,6,25,1,2,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0
Be'er Mayim Chaim,Chasidut,9684,874852,0.011069300864603384,92,6,33,6321,7,86,36,2100,13,1125,1,1,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BePardes HaChasidut VeHakabbalah,Chasidut,133,89083,0.0014929896837780497,35,5,25,120,1,1,7,9,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beit Aharon,Chasidut,79,221012,0.0003574466544802997,15,3,12,34,0,0,2,3,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beit Yisrael (Ruzhin),Chasidut,14,65566,0.00021352530274837568,12,3,6,7,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bnei Yissaschar,Chasidut,78,355897,0.00021916453355886676,40,8,13,31,2,2,17,34,3,3,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,4
Chayim VaChesed,Chasidut,1922,100648,0.019096256259438837,79,7,28,1285,6,48,32,438,9,45,1,1,2,101,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Chiddushei HaRim on Torah,Chasidut,101,40173,0.002514126403305703,18,4,13,93,1,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkhei Yesharim,Chasidut,4,8115,0.0004929143561306223,4,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Degel Machaneh Ephraim,Chasidut,468,147191,0.0031795422274459714,15,3,11,464,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divrei Emet,Chasidut,272,80066,0.0033971973122174206,23,2,16,207,0,0,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flames of Faith,Chasidut,159,86526,0.0018375979474377644,23,1,23,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imrei Shefer,Chasidut,15,17704,0.0008472661545413466,6,2,5,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irin Kadishin,Chasidut,188,38173,0.00492494695203416,25,3,23,184,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irin Kadishin Tinyana,Chasidut,3,16393,0.0001830049411334106,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irin Kadishin Tlita'a,Chasidut,5,25859,0.0001933562782783557,2,2,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keter Shem Tov,Chasidut,267,48818,0.005469294112827236,44,6,20,162,3,27,18,75,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Maor VaShemesh,Chasidut,323,370835,0.0008710073213154099,18,5,7,310,1,1,7,9,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mareh Yechezkel on Torah,Chasidut,1060,195876,0.0054115869223386225,69,6,30,600,2,6,30,438,3,12,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekor Mayim Chayim on Baal Shem Tov,Chasidut,1473,144320,0.010206485587583148,54,5,30,293,1,35,21,52,0,0,0,0,1,17,0,0,0,0,0,0,1,1076,0,0,0,0,0,0,0,0
Midrash Pinchas,Chasidut,2,29932,6.681812107443539e-05,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohev Yisrael,Chasidut,225,175282,0.0012836457822252142,24,3,13,211,0,0,9,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohr LaShamayim,Chasidut,1764,121811,0.014481450772097759,95,6,34,1123,10,36,32,496,12,93,5,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sefat Emet,Chasidut,299,781734,0.00038248304410451635,50,7,23,235,3,10,12,19,8,12,1,1,2,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shem MiShmuel,Chasidut,1018,1466067,0.0006943748137022387,53,5,31,968,1,3,15,31,5,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shivchei HaBesht,Chasidut,0,49205,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidduro Shel Shabbat,Chasidut,413,178659,0.0023116663588176357,64,6,26,131,2,11,30,263,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiferet Shlomo,Chasidut,591,416117,0.0014202736249660551,40,4,16,510,1,1,21,78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakar MiPaz,Chasidut,4,10294,0.0003885758694385079,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yismach Moshe,Chasidut,11751,681465,0.017243732253307213,102,6,38,8195,13,203,36,2637,11,710,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yosher Divrei Emet,Chasidut,40,27729,0.0014425330881027083,18,4,8,22,1,5,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zera Kodesh,Chasidut,313,275179,0.0011374414472034567,10,1,10,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bechinat Olam,Musar,43,6740,0.0063798219584569734,19,4,14,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
Iggeret HaRamban,Musar,16,525,0.030476190476190476,12,4,9,13,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kad HaKemach,Musar,2686,169008,0.015892738805263658,66,4,39,2505,1,23,25,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letter from Ramban to his Son,Musar,3,1616,0.0018564356435643563,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menorat HaMaor,Musar,2813,381980,0.0073642599088957535,44,3,39,2808,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mivchar HaPeninim,Musar,3,9990,0.0003003003003003003,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Orchot Chaim L'HaRosh,Musar,11,2467,0.0044588569112282124,5,2,4,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orchot Tzadikim,Musar,1212,61561,0.019687789347151607,94,8,37,853,9,58,30,257,10,26,5,13,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0
Sefer HaYashar,Musar,179,29059,0.006159881620152104,29,3,24,171,1,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sefer HaYirah,Musar,248,6141,0.04038430223090702,50,5,21,128,3,18,20,89,4,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sha'ar Ha'Gemul of the Ramban,Musar,116,20375,0.0056932515337423314,44,4,20,50,2,3,16,53,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sha'arei Teshuvah,Musar,1038,38889,0.02669135231042197,81,6,36,833,5,26,30,151,7,22,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Shekel HaKodesh,Musar,0,8756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Improvement of the Moral Qualities,Musar,147,7545,0.0194831013916501,25,2,23,145,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomer Devorah,Musar,38,9383,0.004049877437919642,21,5,13,29,1,1,4,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yesod HaYirah,Musar,0,5802,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahavat David,Musar,26,170106,0.00015284587257357178,3,2,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Ahavat Yisrael,Musar,24,2926,0.008202323991797676,14,3,7,14,2,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshbon HaNefesh,Musar,68,36884,0.0018436178288688862,25,3,9,30,2,7,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davar Be'ito,Musar,38,21824,0.0017412023460410557,24,3,8,14,1,1,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iggeret HaGra,Musar,42,1799,0.023346303501945526,20,6,8,26,1,1,8,12,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Kav HaYashar,Musar,639,102643,0.006225461064076459,59,7,30,506,1,1,21,121,3,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Kuntres Chovat HaShemirah,Musar,18,4282,0.004203643157403083,10,2,2,2,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuntres Sefat Tamim,Musar,17,8150,0.0020858895705521473,11,3,4,5,0,0,6,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maamar Torat HaBayit,Musar,10,17603,0.0005680849855138328,7,2,2,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesilat Yesharim,Musar,1335,30565,0.04367740880091608,90,6,33,758,5,72,37,431,12,68,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Ohr Yisrael,Musar,175,31161,0.005615994351914252,50,6,21,66,1,7,25,99,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Pele Yoetz,Musar,2911,229022,0.012710569290286522,98,6,33,1337,7,218,35,1225,14,87,8,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sefer HaChaim,Musar,0,38307,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shemirat HaLashon,Musar,1154,86415,0.013354163050396344,73,6,33,826,4,37,27,276,6,12,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Shenei Luchot HaBerit,Musar,15920,1233425,0.012907148792995116,137,10,46,11284,14,316,36,3665,16,556,16,36,3,55,2,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0
Shevet Musar,Musar,38,179220,0.00021202990737640887,20,3,16,34,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaarot Devash I,Musar,1510,198859,0.007593319889972292,96,7,37,626,7,35,36,815,9,24,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yesod VeShoresh HaAvodah,Musar,79,170671,0.00046287887221613516,7,2,6,78,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma'amar Mezakeh HaRabim,Musar,13,6137,0.0021182988430829396,9,3,4,6,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohr HaTzafun,Musar,1602,177559,0.009022353133324697,94,6,36,829,6,33,33,511,14,215,4,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sichot Avodat Levi,Musar,276,105064,0.002626970227670753,52,5,28,206,3,9,19,58,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tzipita L'Yeshuah,Musar,124,5098,0.024323264025107885,32,3,19,76,3,7,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaGeonim,Responsa,2,13187,0.0001516645180859938,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toratan shel Rishonim,Responsa,7,22497,0.00031115259812419436,7,4,2,2,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epistle of Rav Sherira Gaon,Responsa,31,14549,0.002130730634407863,8,1,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musafia Teshuvot HaGeonim,Responsa,4,329,0.0121580547112462,3,2,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaGeonim (Harkavy),Responsa,2,121276,1.649130908011478e-05,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaGeonim (Shaarei Teshuva),Responsa,5,41274,0.00012114163880408974,3,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharach Or Zarua Responsa,Responsa,198,130199,0.0015207490072888425,30,4,4,18,1,1,24,177,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahari Bruna,Responsa,1,210,0.004761904761904762,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahari Weil,Responsa,5,1035,0.004830917874396135,5,2,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iggerot HaRambam,Responsa,242,109205,0.0022160157501945883,44,5,23,199,1,1,17,31,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pe'er HaDor Teshuvot HaRambam,Responsa,9,1010,0.00891089108910891,9,2,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRambam,Responsa,66,72265,0.0009133051961530478,29,4,5,10,4,6,18,48,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot haRashba part I,Responsa,7,1243,0.0056315366049879325,6,4,2,3,0,0,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot haRashba part IV,Responsa,617,109028,0.005659096745790073,39,5,6,6,2,2,29,368,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,240,0,0,0,0
Teshuvot haRashba part V,Responsa,721,93481,0.007712797252917705,31,3,0,0,2,2,28,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,433,0,0,0,0
Teshuvot haRashba part VI,Responsa,138,27209,0.00507185122569738,13,2,0,0,0,0,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0
Teshuvot haRashba part VII,Responsa,224,38748,0.005780943532569423,24,4,1,1,0,0,20,62,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,159,0,0,0,0
Teshuvot haRashba Meyuchas LehaRamban,Responsa,264,125572,0.002102379511356035,32,6,3,6,2,2,22,238,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,2,15,0,0,0,0
Footnotes to Teshuvot haRashba part IV,Responsa,240,2087,0.11499760421657883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,240,0,0,0,0
Footnotes to Teshuvot haRashba part V,Responsa,441,10800,0.04083333333333333,6,2,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,433,0,0,0,0
Footnotes to Teshuvot haRashba part VI,Responsa,73,1098,0.06648451730418943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0
Footnotes to Teshuvot haRashba part VII,Responsa,170,8209,0.02070897795102936,8,3,2,2,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159,0,0,0,0
Footnotes on Teshuvot haRashba Meyuchas LehaRamban,Responsa,15,291,0.05154639175257732,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
Sefer HaTashbetz,Responsa,3303,833492,0.003962845474221708,55,5,3,5,10,23,36,3239,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shut min haShamayim,Responsa,448,5973,0.07500418550142307,141,6,28,111,9,19,79,189,1,1,21,123,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
Terumat HaDeshen,Responsa,622,241791,0.0025724696121857305,15,6,1,1,1,1,6,9,0,0,5,11,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Teshuvot HaRashbash,Responsa,0,626,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRi Migash,Responsa,4,62174,6.433557435584006e-05,4,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRitva,Responsa,1,454,0.0022026431718061676,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRivash,Responsa,1977,556782,0.003550761339267433,62,5,14,48,7,10,33,1695,0,0,7,223,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Teshuvot HaRosh,Responsa,492,323785,0.001519526846518523,50,4,7,7,6,6,33,473,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot Maharam,Responsa,3088,516307,0.0059809376979200355,58,5,9,31,10,16,35,3036,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot Maharik,Responsa,606,335955,0.001803813010671072,33,2,0,0,0,0,29,601,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot Maharil,Responsa,209,82651,0.0025287050368416595,3,2,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot Rashi,Responsa,2,51806,3.860556692275026e-05,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Admat Kodesh,Responsa,2,381918,5.2367262082436545e-06,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be'er Sheva,Responsa,0,67688,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be'er Yitzchak,Responsa,177,340178,0.0005203158346512708,41,4,1,1,9,15,27,84,0,0,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binyan Tziyon,Responsa,35,152085,0.0002301344642798435,22,4,8,12,0,0,11,20,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chakham Tzvi,Responsa,5,179420,2.7867573291717758e-05,5,2,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chazeh Hatenufa,Responsa,0,5729,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei HaRim Responsa,Responsa,25,211427,0.00011824412208469117,16,1,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divrei Rivot,Responsa,0,412187,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaElef Lekha Shlomo,Responsa,5,251691,1.986562888621365e-05,4,2,0,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havot Yair,Responsa,79,324747,0.00024326629653237752,36,4,6,6,3,3,21,60,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerakh shel Romi,Responsa,36,232543,0.00015481007813608665,14,3,3,4,0,0,8,15,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateh Levi,Responsa,0,694,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melamed Leho'il Part I,Responsa,43,59381,0.0007241373503309139,22,5,4,4,2,2,12,23,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Melamed Leho'il Part II,Responsa,45,69498,0.0006475006475006475,25,4,3,3,3,3,15,26,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melamed Leho'il Part III,Responsa,45,69526,0.0006472398814831861,22,5,6,11,1,1,13,25,0,0,1,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Noda BiYhudah I,Responsa,153,584159,0.0002619149923222958,37,4,15,54,1,1,18,94,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noda BiYhudah II,Responsa,90,666498,0.00013503416364340178,33,3,4,6,0,0,23,75,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRadbaz Volume 1,Responsa,8,248967,3.2132772616451174e-05,8,5,4,4,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRadbaz Volume 2,Responsa,2,121464,1.646578410063887e-05,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRadbaz Volume 3,Responsa,17,170400,9.976525821596244e-05,9,2,1,2,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teshuvot HaRadbaz Volume 4,Responsa,3,193616,1.5494587224196347e-05,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
