old_ref,beeri_ref,other_ref,type,generated_by
Mekhilta DeRabbi Yishmael Old 22:20:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:1-9",Tractate Gerim 4:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:20:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:1-9",Tanna Debei Eliyahu Rabbah 18:9,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:20:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:1-9",Tractate Gerim 4:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:20:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:1-9",Pesikta Rabbati 29:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:20:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:1-9",Tractate Gerim 4:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:20:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:1-9",Shir HaShirim Rabbah 1:6:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:20:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:1-9","Sefer HaMitzvot, Negative Commandments 253:1",,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:21,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:10",Rashi on Exodus 22:21:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:21:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:10","Sifra, Emor, Chapter 7 11",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:27:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:22","Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:10",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:22:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:11-15","Otzar Midrashim, The Ten Martyrs, Addendum to Midrash on the Ten Martyrs 3",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:22:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:11-15",Sanhedrin 113b:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:22:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:11-15",Tractate Kallah Rabbati 6:10,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:22:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:11-15","Otzar Midrashim, The Aleph Bet of ben Sira 1:37",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:22:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:11-15","Tanna debei Eliyahu Zuta, Seder Eliyahu Zuta 15:1",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:22:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:16-20",Seder Olam Rabbah 28:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:22:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:16-20","Sifra, Shemini, Chapter 4 5",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:23:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:21-22",Zechariah 7:9,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:23,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:21",Rashi on Exodus 22:23:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:23:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:21-22",Rashi on Exodus 23:1:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:23:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:21-22","Otzar Midrashim, Baraita on Tractate Niddah 1:6",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:23:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:21-22",Shemot Rabbah 30:24,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:23:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:21-22",Tanna Debei Eliyahu Rabbah 18:5,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:23:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 18:21-22",Shir HaShirim Rabbah 5:15:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:24:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:1-3",Rashi on Exodus 22:24:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:24:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:1-3",Sefer HaChinukh 66:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:24,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:1-7",Sefer HaChinukh 302:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:24:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:1-3",Sifrei Bamidbar 110:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:24:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:6",Rashi on Exodus 22:24:2,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:24:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:6",Rashi on Deuteronomy 15:7:3,midrash,
Mekhilta DeRabbi Yishmael Old 22:24:4,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:6",Sefer HaChinukh 67:3,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:24:4,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:6","Sefer HaMitzvot, Negative Commandments 234:1",,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:27:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:19-21","Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:7-10",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:24:5,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:7-10",Mishnah Bava Metzia 5:11,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:26:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:15",Rashi on Exodus 22:26:3,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:26:3-4,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:15",Shemot Rabbah 31:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:27:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:17-18",Rashi on Exodus 22:27:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:27:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:22","Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:19-21",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 23:5:5,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:37","Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:19-21",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 23:4:3-4,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:25-26","Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:19-21",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:27:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:19-21",Nazir 38b:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:27:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:19-21","Sefer HaMitzvot, Negative Commandments 317:1",,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:28,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:23",Rashi on Exodus 22:28:2,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:28,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:23",Rashi on Exodus 22:28:3,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:28,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:23",Rashi on Exodus 22:28:4,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:28,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:23",Sefer HaChinukh 72:3,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:28:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:23-24",Mishnah Terumot 3:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:28:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:23-24",Tosefta Terumot 4:10,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:28:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:23-24","Sefer HaMitzvot, Negative Commandments 154:1",,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:29:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:25-26",Shabbat 68a:4,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:25-26",Sifrei Bamidbar 118:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:27-31",Mishnah Menachot 7:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:27-31",Menachot 82a:12,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:27-31",Tosefta Menachot 8:14,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:27-31",Sifrei Bamidbar 160:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:32",Rashi on Exodus 22:29:2,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:29:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:32",Sifrei Bamidbar 29:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:32",Shevuot 30a:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:29:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 1:32","Sifra, Emor, Section 4 2",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-10",Sefer HaChinukh 64:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7",Sanhedrin 73a:4-5,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7",Sanhedrin 74a:17-18,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7",Tosefta Sanhedrin 11:5,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7","Sifra, Tzav, Chapter 15 7",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7",Yoma 82a:12-13,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7",Sifrei Bamidbar 129:5,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7",Sanhedrin 72a:16,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:3-7",Sanhedrin 95b:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:2:2-3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:8-9","Otzar Midrashim, Midrash on the Ten Commandments 1:43",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:30:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:1",Rashi on Exodus 22:30:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 23:19:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 5:17-38","Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:1",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:30:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:1",Menachot 74a:20-21,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:30:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:1","Sefer HaMitzvot, Shorashim 4:2",,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:30:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:2-7","Sifra, Kedoshim, Section 4 6",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:30:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:2-7",Sanhedrin 76a:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:30:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:2-7",Sotah 43b:3-4,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:30:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:2-7",Sanhedrin 64b:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:30:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:2-7","Sefer HaMitzvot, Negative Commandments 181:1",,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:30:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:8-9",Rashi on Exodus 22:30:2,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:12",Numbers 21:26,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:12",Rashi on Exodus 22:3:1,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Proverbs 27,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Psalms 78:36,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Proverbs 26:23,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Rashi on Exodus 22:3:3,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Mishnah Sotah 1:8,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Tosefta Bava Batra 6:4,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Sotah 9b:7,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17","Otzar Midrashim, Chuppah of Eliyahu, Seven Chupot or Eliyahu's Chuppah 8",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Taanit 8a:12,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:14-17",Tosefta Bava Kamma 7:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:20-21",Proverbs 29:24,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:20-21",Proverbs 6:30,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:20-21",Psalms 12:7,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:3:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:20-21",Tosefta Bava Kamma 7:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:20-21",Rosh Hashanah 21b:10,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:20-21","Otzar Midrashim, Midrashim of Rabbi Akiba, Aleph Bet of Rabbi Akiba (Version 1) 40",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:3:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 13:20-21",Pesikta DeRav Kahanna 4:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:8","Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:1-2",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:4:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:1-2",Mishnah Bava Kamma 1:4,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:9:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:2-3","Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:3",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 23:4:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:25","Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:3",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:4:5,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:5",Mishnah Bava Kamma 6:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:4:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:6-7",Rashi on Exodus 22:4:4,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:5:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:9-12",Mishnah Bava Kamma 6:4,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:14-15",Tosefta Bava Kamma 1:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:14-15",Tosefta Bava Kamma 5:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:14-15",Tosefta Bava Kamma 1:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:14-15",Mishnah Bava Kamma 1:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:14-15",Tosefta Bava Kamma 5:5,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:14-15",Tosefta Bava Kamma 3:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:5:6,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 14:14-15",Tosefta Bava Kamma 4:2,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:9:1-2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:1-2","Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:1-2",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:6:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:4",Sifrei Bamidbar 153:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:6:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:5",Psalms 94:7,,add_links_from_text
Mekhilta DeRabbi Yishmael Old 22:6:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:5",Tanna Debei Eliyahu Rabbah 18:10,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:6:4,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:5",Tosefta Bava Kamma 7:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:11","Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:8-9",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 31:13:2,"Mekhilta DeRabbi Yishmael, Tractate Shabbata 1:3-9","Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:8",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 23:15:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 4:11-12","Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:8",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:10",Sifrei Bamidbar 118:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:10","Otzar Midrashim, Perek Shirah ('Chapter of Song') 1:86",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:10",Shevuot 42b:16,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:11",Yoma 4b:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:11","Sifra, Shemini, Section 2 10",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:11","Sifra, Tzav, Chapter 15 7",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Sanhedrin 2a:16-2b:1,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Tosefta Shevuot 3:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Sanhedrin 3b:2-3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Sanhedrin 13b:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Sanhedrin 10a:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Mishnah Sanhedrin 1:6,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Sotah 44b:15,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Sifrei Bamidbar 160:8,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Shevuot 30a:4-5,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Sotah 31b:10-11,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:8:3,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 15:12-16",Yevamot 101a:12,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:9:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:1",Shevuot 43a:3,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:9:1,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:1","Sifra, Braita d'Rabbi Yishmael 8",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:9:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:2-3","Sifra, Vayikra Dibbura d'Nedavah, Section 12 4-5",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:9:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:2-3","Sifra, Emor, Section 9 8",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 22:9:2,"Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:2-3","Sifra, Vayikra Dibbura d'Nedavah, Section 12 5",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 23:4:3,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 2:25","Mekhilta DeRabbi Yishmael, Tractate Nezikin 16:2-3",mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 23:10:1,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 3:20",Menachot 85a:8,mesorat hashas,mesorat_hashas.py All
Mekhilta DeRabbi Yishmael Old 23:10:2,"Mekhilta DeRabbi Yishmael, Tractate Kaspa 3:21",Moed Katan 3b:13-4a:1,mesorat hashas,mesorat_hashas.py All
